product_name,price,seller_info,category,page
SeMi AuToMaTiC FoLdInG 9L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE SeMi AuToMaTiC A3,"1,998",Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,3
"TOYOPOWER Industrial V-Belt, B-Section B-90, for Machinery and Tools (B-90)","1,195","FREE deliverySat, 30 Aug",industrial machinery,4
Pump Handbook,"16,860.","byIgor Karassik,Joseph Messina, et al.",industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-104, for Machinery and Tools (B-104)","1,389",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-134, for Machinery and Tools (B-134)","1,755",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-77, for Machinery and Tools (B-77)","1,050",Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-172, for Machinery and Tools (B-172)","2,220",FREE delivery3 - 6 Sept,industrial machinery,4
The 2018-2023 World Outlook for Automatic Industrial Sewing Machinery,N/A,,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-108, Black, 31 cm, for Machinery and Tools","1,450",FREE delivery3 - 6 Sept,industrial machinery,4
Report On Machinery and Processes of the Industrial Arts and Apparatus of the Exact Sciences,"1,898",byFrederick Augustus Porter Barnard,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-124, for Machinery and Tools (B-124)","1,645",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-84, for Machinery and Tools (B-84)","1,135",FREE delivery3 - 6 Sept,industrial machinery,4
"Machinery's Reference Series, Issues 1-40","3,148",22 May 2025,industrial machinery,4
PROCESS MACHINERY: COMMISSIONING AND STARTUP – AN ESSENTIAL ASSET MANAGEMENT ACTIVITY (De Gruyter STEM),"7,636",byFred K. GeitnerandRonald G. Eierman,industrial machinery,4
Gulshan Export India K19 Belt Machinery V Belt,199,"₹65 deliverySat, 30 Aug",industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-102, for Machinery and Tools (B-102)","1,350",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-73, for Machinery and Tools (B-73)","1,000",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-74, for Machinery and Tools (B-74)","1,015",FREE delivery3 - 6 Sept,industrial machinery,4
The 2018-2023 World Outlook for Industrial Bakery Machinery and Equipment,N/A,byIcon Group International,industrial machinery,4
Book on Soviet Machinery and Industrial Equipment on the World Market,"1,817",byCentral Intelligence Agency,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-78, for Machinery and Tools (B-78)","1,075",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-88, for Machinery and Tools (B-88)","1,185",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-76, for Machinery and Tools (B-76)","1,035",FREE delivery3 - 6 Sept,industrial machinery,4
Optimization Methods in Manufacturing Processes: A Machine-generated Literature Overview,"25,209",byAnand J. Kulkarni,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-150, for Machinery and Tools (B-150)","1,980",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-118, for Machinery and Tools (B-118)","1,586",FREE delivery3 - 6 Sept,industrial machinery,4
Handbook of Ai-based Mechatronics Systems and Smart Solutions in Industrial Automation,"23,155","byPushpalatha Naveenkumar,Vandana Sharma, et al.",industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-126, for Machinery and Tools (B-126)","1,685",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-117, for Machinery and Tools (B-117)","1,570",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-128, for Machinery and Tools (B-128)","1,715",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-103, for Machinery and Tools (B-103)","1,375",FREE delivery3 - 6 Sept,industrial machinery,4
The 2019-2024 World Outlook for Industrial Non-Foam Machinery Plastics Products,N/A,byIcon Group International,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-107, for Machinery and Tools (B-107)","1,435",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-82, for Machinery and Tools (B-82)","1,120",FREE delivery3 - 6 Sept,industrial machinery,4
Bench Testing of Industrial Fluid Lubrication and Wear Properties Used in Machinery Applications (Astm Special Technical Publication),"4,700",byGeorge E. Totten,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-119, for Machinery and Tools (B-119)","1,590",FREE delivery3 - 6 Sept,industrial machinery,4
"Modern Refrigerating Machinery, Its Construction, Methods of Working and Industrial Applications: A Guide for Engineers and Owners of Refrigerating Plants","1,891",byHans LorenzandHarry Merritt Haven,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-129, for Machinery and Tools (B-129)","1,735",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-113, for Machinery and Tools (B-113)","1,530",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-121, for Machinery and Tools (B-121)","1,615",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-111, for Machinery and Tools (B-111)","1,515",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-83, for Machinery and Tools (B-83)","1,125",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-115, for Machinery and Tools (B-115)","1,555",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-93, for Machinery and Tools (B-93)","1,235",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-87, for Machinery and Tools (B-87)","1,165",FREE delivery3 - 6 Sept,industrial machinery,4
Gulshan Export India B95 Belt Machinery V belt,415,"₹65 deliverySat, 30 Aug",industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-138, for Machinery and Tools (B-138)","1,815",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-100, for Machinery and Tools (B-100)","1,320",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-81, for Machinery and Tools (B-81)","1,110",FREE delivery3 - 6 Sept,industrial machinery,4
"TOYOPOWER Industrial V-Belt, B-Section B-133, for Machinery and Tools (B-133)","1,745",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-143, for Machinery and Tools (B-143)","1,897",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-92, for Machinery and Tools (B-92)","1,225",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-142, for Machinery and Tools (B-142)","1,875",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-114, for Machinery and Tools (B-114)","1,540",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-96, for Machinery and Tools (B-96)","1,265",FREE delivery3 - 6 Sept,industrial machinery,5
"Machinery's Reference Series, Volumes 111-120","3,396",22 May 2025,industrial machinery,5
Industrial Maintenance Process : Mechanical Maintenance,563,byP.K. DasandA.K. Das,industrial machinery,5
"Machinery's Handbook, CD-ROM Upgrade","3,999",byErik Oberg,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-120, for Machinery and Tools (B-120)","1,595",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-95, for Machinery and Tools (B-95)","1,255",FREE delivery3 - 6 Sept,industrial machinery,5
The Complete Book on Rubber Processing and Compounding Technology (with Machinery Details) 3rd Revised Edition Paperback,"2,350",byAuthor: NIIR Board of Consultants and Engineers,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-149, for Machinery and Tools (B-149)","1,970",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-99, for Machinery and Tools (B-99)","1,297",FREE delivery3 - 6 Sept,industrial machinery,5
VELOBELT A-20 v belt Machinery V belt for heavy use,229,"FREE deliveryWed, 27 Aug",industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-148, for Machinery and Tools (B-148)","1,960",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-141, for Machinery and Tools (B-141)","1,855",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-136, for Machinery and Tools (B-136)","1,790",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-97, for Machinery and Tools (B-97)","1,275",FREE delivery3 - 6 Sept,industrial machinery,5
The 2018-2023 World Outlook for Industrial Non-foam Machinery Plastics Products,N/A,,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-145, for Machinery and Tools (B-145)","1,935",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-135, for Machinery and Tools (B-135)","1,770",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-132, for Machinery and Tools (B-132)","1,740",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-147, for Machinery and Tools (B-147)","1,955",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-137, for Machinery and Tools (B-137)","1,795",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-131, for Machinery and Tools (B-131)","1,730",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-144, for Machinery and Tools (B-144)","1,915",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-139, for Machinery and Tools (B-139)","1,830",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-140, for Machinery and Tools (B-140)","1,840",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-130, for Machinery and Tools (B-130)","1,725",FREE delivery3 - 6 Sept,industrial machinery,5
"TOYOPOWER Industrial V-Belt, B-Section B-146, for Machinery and Tools (B-146)","1,945",FREE delivery3 - 6 Sept,industrial machinery,5
"Machinery's Reference Series, Volumes 111-120","2,603.",22 May 2025,industrial machinery,5
"Perfumes and Flavours Technology Handbook with Manufacturing Formulations, Process, Machinery Equipment Details & Factory Layout","2,275",byDr. Himadri Panda,industrial machinery,5
Aerospace Manufacturing Processes,"6,131",byPradip K. Saha,industrial machinery,5
AI in Maintenance & Reliability: Predictive and Prescriptive Maintenance with Artificial Intelligence,449,byMohammed Hamed Ahmed  Soliman,industrial machinery,5
Technology Evaluation in Pulp and Paper Machinery Industry - A Report Prepared Under Technology Absorption and Adaptation Scheme [Paperback] Department of Scientific & Industrial Research and Ministry of Science & Technology,750,Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,5
Design and Applications of Coordinate Measuring Machines,"1,666",byKuang-Chao Fan,industrial machinery,5
METALWORKING,"3,830",byTom Lipton,industrial machinery,5
"The Complete Book on Printing Technology with Process Flow Diagrams, Plant Layouts and Machinery Details (Offset, Gravure, Flexographic, Security, Web Offset and Pad Printing) 2nd Revised Edition(https://www.amazon.in/npcs)","1,895",byNIIR Board of Consultants & Engineers,industrial machinery,5
Caster WheelsStrong Bearing Capacity PVC Stem Casters for Shelves Machinery Equipment (There are Brakes),"7,148",FREE delivery11 - 15 Sept,industrial machinery,5
Gulshan Export India C122 Belt Machinery V Belt,900,"₹65 deliverySat, 30 Aug",industrial machinery,5
The Safety of Machinery: Electrical Equipment of Machines,N/A,byThe British Standards Institute,industrial machinery,5
"Handbook on Printing Technology (Offset, Flexo, Gravure, Screen, Digital, 3D Printing with Book Binding and CTP) 5th Revised Edition(https://www.amazon.in/npcs)","1,875",byNIIR Board of Consultants & Engineers,industrial machinery,5
Practical Approach to Power Plant Operation and Maintenance : Based on Professional Field Experience,729,byMahesh Wali,industrial machinery,5
"Lamborghini Fenomeno: The Ultimate Hypercar Guide: An Exclusive Exploration of the World’s Most Powerful Hybrid V12 – Unveiling Performance, Design, and Cutting-Edge Technology",449,byMarmaduke  A.Smith,industrial machinery,5
"Casters, Reliable Practical Stem Casters 360° Rotation for Machinery Industry for Loader Transporter for Trolley","9,914",FREE delivery15 - 18 Sept,industrial machinery,5
"Heavy Duty Casters, 360° Rotation Casters Low Noise for Machinery Industry for Trolley for Loader Transporter","4,204",FREE delivery15 - 18 Sept,industrial machinery,5
Comment faire fonctionner un tour: Instructions étape par étape pour les nouveaux machinistes pour apprendre les opérations de tour manuel (French Edition),449,French EditionbyWilson  Morgan,industrial machinery,5
"Industrial Polyurethane Forklift Wheel, Orange and Black (8, Black)","2,699",7% off coupon appliedSave 7%with coupon,industrial machinery,6
SeMi AuToMaTiC FoLdInG 11L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE SeMi AuToMaTiC W53,"2,098",Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,6
My Print | 15x15 DTF Heat Press Machine | Heavy Duty | Multi Purpose Use | DTF Printing | Sublimation Printing | Vinyl Printing | Screen Printing | Fusing Machine | For Business supply use [15x15 HEAT PRESS],"12,999","FREE deliveryMon, 1 Sept",industrial machinery,6
SeMi AuToMaTiC FoLdInG 11L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE SeMi AuToMaTiC V43,"1,998",Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,6
LOOM TREE® 10pcs Gas Shielded Welding Fitting Conductive Tip for Welding C-1 | 10 Pieces Conduct Nozzles,577,FREE delivery1 - 4 Sept,industrial machinery,6
"LightBurn User Guide: The Complete Manual to Mastering Design, Laser Cutting, and Engraving like a Pro",449,byMarkham Cole,industrial machinery,6
Virtual Technical Scale Model vLTm™ 8074-1 with 58 Components. How can you do it (CAD)? (Guides to Virtual Technical Scale Models (vLTm™) Book 492),0,byJosé Luis Oliver Herrero,industrial machinery,6
Come usare un tornio: Istruzioni passo passo per i nuovi macchinisti che vogliono imparare a lavorare con il tornio manuale (Italian Edition),449,Italian EditionbyWilson  Morgan,industrial machinery,6
Virtual Technical Scale Model vLTm™ 8074-1 with 27 Parts. Assembled (CAD) and Simulated (CAE-SwM) (Guides to Virtual Technical Scale Models (vLTm™) Book 494),"1,300",byJosé Luis Oliver Herrero,industrial machinery,6
Virtual Technical Scale Model vLTm™ 8109-2 with 33 Parts. Assembled (CAD) and Ready to Simulate (CAE-RcD) (Guides to Virtual Technical Scale Models (vLTm™) Book 491),"1,300",byJosé Luis Oliver Herrero,industrial machinery,6
Virtual Technical Scale Model vLTm™ 8074-1 with 30 Parts. Work Machine (Type III) (Guides to Virtual Technical Scale Models (vLTm™) Book 493),862,byJosé Luis Oliver Herrero,industrial machinery,6
"SAFETY AND MAINTENANCE GUIDE ON FIBER LASER CUTTING MACHINES: Routine Preventive Maintenance Practices, Component Replacement and Upgrades",437,byShan  Winwall,industrial machinery,6
Virtual Technical Scale Model vLTm™ 8109-2 with 97 Components. How can you do it (CAD)? (Guides to Virtual Technical Scale Models (vLTm™) Book 489),0,byJosé Luis Oliver Herrero,industrial machinery,6
Virtual Technical Scale Model vLTm™ 8145-1 with 113 Parts. Machine with Drives (Type I) (Guides to Virtual Technical Scale Models (vLTm™) Book 496),862,byJosé Luis Oliver Herrero,industrial machinery,6
"TOYOPOWER Industrial V-Belt, B-Section B-43, for Machinery and Tools (B-43)",630,FREE delivery3 - 6 Sept,industrial machinery,6
"Heat Pump Dryers: Theory, Design and Industrial Applications [Hardcover] Alves-Filho, Odilio","7,835",byOdilio Alves-Filho,industrial machinery,6
"TOYOPOWER Industrial V-Belt, B-Section B-44, for Machinery and Tools (B-44)",640,FREE delivery3 - 6 Sept,industrial machinery,6
"TOYOPOWER Industrial V-Belt, B-Section B-45, for Machinery and Tools (B-45)",650,FREE delivery3 - 6 Sept,industrial machinery,6
"Pipeline Risk Management Manual: Ideas, Techniques, and Resources","8,861",byW. Kent Muhlbauer,industrial machinery,6
"TOYOPOWER Industrial V-Belt, B-Section B-41, Machinery and Tools (B-41)",610,FREE delivery3 - 6 Sept,industrial machinery,6
SeMi AuToMaTiC FoLdInG 11L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE SeMi AuToMaTiC D85,"1,998",Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,6
"Telemecanique Osiswitch XCMH2102L1 Limit Switch with Cable, Industrial Control, Blue","2,880","FREE deliverySat, 30 Aug",industrial machinery,6
16A/3Pin Industrial Plug & Panel Socket Set 220-250V Single Phase (16A/3Pin Industrial Plug & Panel Socket Set 220-250V Single Phase),250,"Buy 2 items, get 3% off",industrial machinery,6
GROZ Button Head Coupler with wear resistant metal seal| Ideal for use with button head grease fitting found in heavy machinery| Fitting Size: 16 mm |Pressure : Upto 3000 PSI |PCN/1/B,265,"FREE deliveryWed, 27 Augon ₹499 of items fulfilled by Amazon",industrial machinery,6
"TOYOPOWER Industrial V-Belt B-42, B-Section, for Machinery and Tools (B-42)",620,FREE delivery3 - 6 Sept,industrial machinery,6
Maintenance and Troubleshooting in Industrial Automation,"3,791",byFrank Lamb,industrial machinery,6
"TOYOPOWER Industrial V-Belt, B-Section B-40, for Machinery and Tools (B-40)",595,FREE delivery3 - 6 Sept,industrial machinery,6
"TOYOPOWER Industrial V-Belt, B-Section B-39, for Machinery and Tools (B-39)",590,FREE delivery3 - 6 Sept,industrial machinery,6
Canadian Machinery Volume v 22 No.04,"1,817.",22 May 2025,industrial machinery,6
"TOYOPOWER Industrial V-Belt B-36, B-Section, for Machinery and Tools (B-36)",560,FREE delivery3 - 6 Sept,industrial machinery,6
Catalogue ... of Machinery and Tools,"2,606.",byBrown & Sharpe Manufacturing Co,industrial machinery,6
"TOYOPOWER Industrial V-Belt B-38, B-Section, for Machinery and Tools (B-38)",585,FREE delivery3 - 6 Sept,industrial machinery,6
Virtual Technical Scale Model vLTm™ 8145-1 with 54 Parts. Assembled (CAD) and Ready to Simulate (CAE-RcD) (Guides to Virtual Technical Scale Models (vLTm™) Book 497),"1,300",byJosé Luis Oliver Herrero,industrial machinery,6
"TOYOPOWER Industrial V-Belt B-37, B-Section, for Machinery and Tools (B-37)",570,FREE delivery3 - 6 Sept,industrial machinery,6
"The 2018-2023 World Outlook for Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",N/A,,industrial machinery,6
"TOYOPOWER Industrial V-Belt B-35, B-Section, for Machinery and Tools (B-35)",550,FREE delivery3 - 6 Sept,industrial machinery,6
2019 Global Manufacturing & Markets-Industrial Machinery & Engines,"10,550",byCraig Barnes,industrial machinery,6
"TOYOPOWER Industrial V-Belt, B-Section B-33, for Machinery and Tools (B-33)",530,FREE delivery3 - 6 Sept,industrial machinery,6
"Machinery: Index to Vol. 6; September, 1899, to August, 1900 (Classic Reprint)","1,985",byIndustrial Press,industrial machinery,6
"Generic DC Gear Motor, DC 1.5V-5V Industrial Machinery Equipment, Voltage Range Speed Reduction Gear, Industry for General Purpose Home Professional Use'","1,417",FREE delivery16 - 19 Sept,industrial machinery,6
"D&D PowerDrive DURA-Ultimate A-A42K Aramid V Belt, 4LK 1/2 x 44in OC (AK42), Compatible with Industrial Machinery, Heavy-Duty Equipment","5,268",FREE delivery11 - 15 Sept,industrial machinery,6
"Paper Making And Its Machinery: Including Chapters On The Tub Sizing Of Paper, The Coating And Finishing Of Art Paper And The Coating Of Photographic Paper","1,827",byThomas Wightman Chalmers,industrial machinery,6
"Generic DC Gear Motor, DC 1.5V-5V Industrial Machinery Equipment, Voltage Range Speed Reduction Gear, Industry for General Purpose Home Professional Use'","1,421",FREE delivery15 - 18 Sept,industrial machinery,6
"Computer Upgrade And Repair Handbook: A Component-Level Masterclass in Diagnosing, Optimizing, and Future-Proofing Your System's Hardware (The DIY Home & Hobby Handbook Series 5)",0,byHenk-Jan Smolders,industrial machinery,6
"Casters, Heavy Duty Casters Low Noise for Loader Transporter for Machinery Industry for Trolley","4,209",FREE delivery15 - 18 Sept,industrial machinery,6
Be In Your Mind 2Pcs K660 K-660 Triangle Drive V-Belt Machine Transmission Rubber Belt Circumference 660mm Width 8mm Thickness 6mm For Drilling Machine Industrial Agricultural Machinery,"3,073",FREE delivery11 - 15 Sept,industrial machinery,6
On the Economy of Machinery and Manufactures,"2,560",byCharles Babbage,industrial machinery,6
"Cosyhat XLJP 1 Unit V-Belt for Agricultural Machinery Type Z, Industrial Triangular Belt, Length 450mm-940mm, Drive Belt (Size : 737mm)","4,550",FREE delivery15 - 18 Sept,industrial machinery,6
Hespeler Machinery Co. Limited,"1,736",byHespeler Machinery Company,industrial machinery,6
"Everest Heavy-Duty Industrial V-Belt, Heat and Oil Resistant, Black, | B63",N/A,,industrial machinery,6
Virtual Technical Scale Model vLTm™ 8145-1 with 108 Components. How can you do it (CAD)? (Guides to Virtual Technical Scale Models (vLTm™) Book 495),0,byJosé Luis Oliver Herrero,industrial machinery,6
"Everest Heavy-Duty Industrial V-Belt, Heat and Oil Resistant, Black, | B110",N/A,,industrial machinery,6
Lubricants and Waxes: From Basics to Applications,"4,310",byDhananjoy Ghosh,industrial machinery,6
"3NH® Speed Reduction Gear Motor, 150RPM Gear Motor 3x10mm Mini DC Motor Reduction Gear Motor for Financial Machinery for Electronic Door Locks for Office Automation","1,590.",FREE delivery15 - 18 Sept,industrial machinery,6
"Machinery's Reference Series ..., Volumes 1-10","2,697.",22 May 2025,industrial machinery,6
Gulshan Export India B118 Belt Machinery V belt,570,"₹65 deliverySat, 30 Aug",industrial machinery,6
"Digital Humidity Meter, Humidity Indicator, Heavy Duty Industrial use","4,375","FREE deliveryThu, 28 Aug",industrial machinery,6
"Elevea 𝟏𝟓 𝐘𝐞𝐚𝐫𝐬 𝐖𝐚𝐫𝐫𝐚𝐧𝐭𝐲 Aluminium Wires Cable, 16mm for Domestic and Industrial Electric Connections up to 1500 watts for Domestic & Industrial Use - 75 Meter","4,839",2% off coupon appliedSave 2%with coupon,industrial machinery,6
A.S Enterprises tag Gun Arrow 9S Machine + 5000pcs 65 MM TAG Clothing Garment Price Label Tag Gun Tagging Barbs Free with 1 Needle (Dark Cream) MHK,599,2% off coupon appliedSave 2%with coupon,industrial machinery,6
"Kiwilon 2025 Sewing Machine Electric With Table Set I Stitching Machine For Home Tailoring With Foot Pedal, Adapter, Built-In Focus Light And Sewing Kit I Silai Machine (Pink) (PSM-4)","1,499",2% off coupon appliedSave 2%with coupon,industrial machinery,6
"TOYOPOWER Industrial V-Belt B-36, B-Section, for Machinery and Tools (B-36)",560,FREE delivery3 - 6 Sept,industrial machinery,7
Machinery's Handbook Made Easy,"3,700",byEdward T. Janecek,industrial machinery,7
"TOYOPOWER Industrial V-Belt B-38, B-Section, for Machinery and Tools (B-38)",585,FREE delivery3 - 6 Sept,industrial machinery,7
"Electrical Installations of Electric Light, Power, Traction and Industrial Electrical Machinery. In Four Vols. Vol. I. - the Electrical Circuit, Measurement, Elements of Motors, Dynamos, Electrolysis",N/A,byRankin Kennedy,industrial machinery,7
"TOYOPOWER Industrial V-Belt B-37, B-Section, for Machinery and Tools (B-37)",570,FREE delivery3 - 6 Sept,industrial machinery,7
"The Aussie Tradie's AI Toolkit: Work Smarter, Quote Faster, Win More Jobs",449,byAlex J. D.  Cooper,industrial machinery,7
"TOYOPOWER Industrial V-Belt B-35, B-Section, for Machinery and Tools (B-35)",550,FREE delivery3 - 6 Sept,industrial machinery,7
"Handbook of Storage Tank Systems: Codes: Regulations, and Designs",N/A,byWayne B. Geyer,industrial machinery,7
"TOYOPOWER Industrial V-Belt, B-Section B-33, for Machinery and Tools (B-33)",530,FREE delivery3 - 6 Sept,industrial machinery,7
"Generic DC Gear Motor, DC 1.5V-5V Industrial Machinery Equipment, Voltage Range Speed Reduction Gear, Industry for General Purpose Home Professional Use'","1,417",FREE delivery16 - 19 Sept,industrial machinery,7
"Manufacture of Thinners & Solvents (Properties, Uses, Production, Formulation with Machinery Details)","1,875",Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,7
"D&D PowerDrive DURA-Ultimate A-A42K Aramid V Belt, 4LK 1/2 x 44in OC (AK42), Compatible with Industrial Machinery, Heavy-Duty Equipment","5,268",FREE delivery11 - 15 Sept,industrial machinery,7
Machinery's Handbook Pocket Companion,"1,800",byRichard Pohanish,industrial machinery,7
"Generic DC Gear Motor, DC 1.5V-5V Industrial Machinery Equipment, Voltage Range Speed Reduction Gear, Industry for General Purpose Home Professional Use'","1,421",FREE delivery15 - 18 Sept,industrial machinery,7
Gulshan Export India B89 Belt Machinery V belt,401,"₹65 deliverySat, 30 Aug",industrial machinery,7
"Design of Jigs, Fixtures and Press Tools","5,330",byK. Venkataraman,industrial machinery,7
"Casters, Heavy Duty Casters Low Noise for Loader Transporter for Machinery Industry for Trolley","4,209",FREE delivery15 - 18 Sept,industrial machinery,7
"Dynamics and Control of Switched Electronic Systems: Advanced Perspectives for Modeling, Simulation and Control of Power Converters (Advances in Industrial Control)","7,982",byFrancesco VascaandLuigi Iannelli,industrial machinery,7
"Industrial Polyurethane Forklift Wheel, Orange and Black (2, Black)",699,7% off coupon appliedSave 7%with coupon,industrial machinery,8
SeMi AuToMaTiC FoLdInG 9L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE SeMi AuToMaTiC R87,"2,098",Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,8
SeMi AuToMaTiC FoLdInG 11L SmAlL MiNi WaShInG MaChInE WiTh DrYeR DeEp CLeAnInG FoR UnDeRwEaR WaShINg MaChInE SeMi AuToMaTiC S05,"1,998",Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay...,industrial machinery,8
"Kiwilon 2025 Sewing Machine Electric With Table Set I Stitching Machine For Home Tailoring With Foot Pedal, Adapter, Built-In Focus Light And Sewing Kit I Silai Machine (Pink) (PSM-3)","1,699",2% off coupon appliedSave 2%with coupon,industrial machinery,8
Portable Hand Sewing Machine Stapler Style Silai Machine Handheld Sewing Machine For Emergency Stitching Home Tailoring clothes Quick Stiching Machine,499,Plastic,industrial machinery,8
Organ Db X 1 Industrial Needles 16X257 Size 90/14 (10Pk),273,"FREE deliveryFri, 29 Aug",industrial machinery,8
